id,user,standard_answer
qa_575,max leverage at news time?,"The maximum leverage offered by HFM depends on your account type and trading instrument. Please check our Terms & Conditions found on our website. Navigate to: **Company** > **Legal** **Documentation** > """"**Risks** **Associated** w**ith Transactions in Derivative Financial Instruments (CFD'S)""""** > **Margin Requirements** Section."
qa_576,what are the leverage ratios?,"The maximum leverage ratio offered by HFM depends on your account type and trading instrument. Please check our Terms & Conditions found on our website. Navigate to: **Company** > **Legal** **Documentation** > """"**Risks** **Associated** w**ith Transactions in Derivative Financial Instruments (CFD'S)""""** > **Margin Requirements** Section."
qa_577,can i now trade with my account?,"You can trade with your HFM account once the following conditions are met: * Your account is fully verified and activated. * Your account is funded. * You have logged in correctly to your trading account via the platform, HFM app or WebTerminal. If you encounter any issues, please request to connect to **Live Agents** for assistance."
qa_578,is my trading account locked?,Please request to connect to our Live Agents.
qa_579,can i reopen my account that was archived?,"Unfortunately, once a trading account is archived on HF Markets, it **cannot be reactivated or reopened**. If you wish to continue trading, you will need to create a new trading account through your myHF area."
qa_580,how to open an investor account?,We will connect you with one of our live agents to assist you.
qa_581,Is it possible to do copy trading?,"To become a Follower of a Strategy Provider you must first register for a Follower Account and fulfill the requirements outlined on our """"Become a Follower"""" page, found on our website. Navigate to **Investing** > **Copy Trading** > """"**Become a Follower**"""" section. For additional information regarding our HFCopy, please refer to the Terms & Conditions, or feel free to ask to speak to one of our Live Agents for assistance."
qa_582,can i email you?,"Yes, you can reach out to our support team via using the registered email address linked to your HFM account. Please visit our website and navigate to the """"Contact Us"""" button on the header. Please ensure that you include all relevant information and any required verification documents to facilitate your request."
qa_583,do i need to reset my password?,"To assist you more effectively, please provide additional details about the issue you are experiencing."
qa_584,is there any problem with the hfm app?,"To assist you better, please take a screenshot of the error message you are receiving and connect with one of our Live Agents for immediate support."
qa_585,can you speak malay?,"Ya, saya boleh bertutur dalam Bahasa Melayu."
qa_586,why can't i link hfm account to mt5 apk?,Please clarify your request or ask to speak to one of our Live Agents for further assistance.
qa_587,what time will i receive call?,Please ask to speak to one of our Live Agents for further assistance.
qa_588,why did this error occur?,"To assist you better, please take a screenshot of the error message you are receiving and ask to connect with one of our Live Agents."
qa_589,Do you accept US residents?,"We offer services in many countries, which you can see by visiting our registration page and clicking """"Register."""" If your country of residence is not an option, it means we don't service your region at this time. We are not able to service residents of certain jurisdictions, including but not limited to the **USA, Canada, Sudan, Syria, Iran, and North Korea**. You can start registering from our website by clicking """"**Register**."
qa_590,can i register if i am from australia?,"HFM does not offer services to residents of certain jurisdictions, including Australia."
qa_591,how can we talk with line?,You can reach out to us through LINE if this option is available in the Welcome box.
qa_592,Do you have WhatsApp?,"Yes, our support team is available on WhatsApp."
qa_593,wasn't the bonus up until $100?,"HFM's bonus offers and promotions can vary over time and may have specific terms and conditions. For currently available bonuses you can check our **Promotions** page on our website, or by logging in to your myHF area."
qa_594,what's the duration for the bonus?,"Bonus duration and specific terms vary depending on the promotion you joined. To find out the exact duration of your HFM trading bonus, please check the details in your **myHF area** or you can check our **Promotions** page on our website"
qa_595,is welcome bonus 35$ still available upon registering?,"For currently available bonuses you can check our **Promotions** tab on our website , or by logging in to your **myHF** area."
qa_596,is there a top up bonus?,"For currently available bonuses you can check our **Promotions** tab on our website , or by logging in to your **myHF** area."
qa_597,is taking multiple entries at a time against the rules?,"For information on the rules and what is prohibited, please check the details in your myHF area or you can check our Promotions page on our website."
qa_598,why did my bonus removed?,"The most common reasons for bonus removal are: * **Withdrawing deposited funds**, as the bonus is also proportionally removed to the amount withdrawn (check promotional terms and conditions for more) * **Violating bonus terms**, which could include specific trading rules or account activity requirements (check promotional terms and conditions for more) For specific details about why your bonus was removed, please check your myHF area or ask to connect to our **Live Agents** directly. They can provide information regarding your specific account and bonus status."
qa_599,why you change deposit methods?,"Deposit methods can change to boost **security**, add **convenience**, meet **regulations**, or to improve your **experience**. For help, log in to your myHF area for instructions or ask to connect to our  Live Agent."
qa_600,"my account doesn't allow me to make deposit with my debit card, what do i have to do?","If you cannot use card for deposit, please contact your bank to make sure that transfers are enabled, and if the issues persists, kindly email us at [deposit@hfm.com](mailto:deposit@hfm.com) or ask to connect to a Live Agent for further assistance."
qa_601,hi can i check why i am unable to deposit?,"If you are unable to make a deposit and receive any error, please email our Deposit Department at [deposit@hfm.com](mailto:deposit@hfm.com) or ask to connect to a Live Agent for further support."
qa_602,How much is minimum deposit in HF Markets?,"The minimum deposit is 5USD, however please make sure to check our Deposit page for exact amounts per deposit method."
qa_603,i tried to deposit but failed. the problem is that the money i tried to deposit hasn't been returned to my account.. why?,"The best step is to contact your bank directly for clarification on the status of the funds. If you still need assistance regarding your deposit, please email our Deposit Department at [deposit@hfm.com](mailto:deposit@hfm.com) for further support."
qa_604,why i have make a deposit on my account and i don't see?,"If your deposit transaction was successful but the funds are not showing in your myHF account, please send a screenshot of your deposit receipt or any confirmation of the successful transaction to [deposit@hfm.com](mailto:deposit@hfm.com) or ask to connect to  a Live Agent."
qa_605,why didn't my deposit come in?,"If your deposit is delayed, it could be due to **processing time** (depending on method), **account verification** not being complete, **delays from your bank,** **incorrect deposit details**, etc. If your deposit was successful but hasn't appeared in your myHF account, email a screenshot of your deposit receipt or transaction confirmation to [deposit@hfm.com](mailto:deposit@hfm.com) for help or ask to connect to  a Live Agent."
qa_606,is hfm provide free swap account?,"Yes, HFM offers the option of Swap Free trading, for clients following the Muslim faith. For more details, please speak to one of our Live Agents."
qa_607,can i transfer money to my friend's account?,You can only transfer funds between your own accounts within your myHF area. It is not possible to send funds to a 3rd party HFM account.
qa_608,is my account disabled?,"Please provide a screenshot of any error you receive and ask to speak to one of our Live Agents, to assist you further."
qa_609,how long does a withdrawal take?,"All withdrawal requests are processed within 24 hours from the time they were submitted. To easily monitor the status of your withdrawal, at any time, please check in myHF > my wallet > wallet finances."
qa_610,what can i do with $100?,I'm not sure I understand what you are asking. You can request to speak to a Live Agent.
qa_611,what can i trade with 100?,I'm not sure I understand what you are asking. You can request to speak to a Live Agent.
qa_614,transfer me,I'm not sure I understand what you are asking. You can request to speak to a Live Agent.
qa_615,i need to speak to an agent,I'm not sure I understand what you are asking. You can request to speak to a Live Agent.
qa_616,i want to be transferred to an agent,I'm not sure I understand what you are asking. You can request to speak to a Live Agent.
qa_617,live agent,I'm not sure I understand what you are asking. You can request to speak to a Live Agent.
qa_618,support,I'm not sure I understand what you are asking. You can request to speak to a Live Agent.
qa_619,agent,I'm not sure I understand what you are asking. You can request to speak to a Live Agent.
qa_620,i need an agent,I'm not sure I understand what you are asking. You can request to speak to a Live Agent.
qa_621,connect to agent,I'm not sure I understand what you are asking. You can request to speak to a Live Agent.
qa_622,speak to live agent,I'm not sure I understand what you are asking. You can request to speak to a Live Agent.
qa_623,speak to agent,I'm not sure I understand what you are asking. You can request to speak to a Live Agent.
qa_625,can you give me advise which products should i trade?,I'm not sure I understand what you are asking. You can request to speak to a Live Agent.
qa_626,what can i do with $50?,I'm not sure I understand what you are asking. You can request to speak to a Live Agent.
qa_628,strategy,I'm not sure I understand what you are asking. You can request to speak to a Live Agent.
qa_629,make money,I'm not sure I understand what you are asking. You can request to speak to a Live Agent.
qa_630,make profit,I'm not sure I understand what you are asking. You can request to speak to a Live Agent.
qa_633,what ages do you accept for registration?,Minimum age is 18 to register and you cannot be older than 80 years old.
qa_634,do you accept iraq clients?,"We offer services in many countries, which you can see by visiting our registration page and clicking \Register.\"""" If your country of residence is not an option"","" it means we don't service your region at this time. We are not able to service residents of certain jurisdictions. You can start registering from our website by clicking \""""Register.\"
qa_635,explain to me how to earn money from this app,"Trading involves risks, and profits are not guaranteed. It's important to educate yourself about trading strategies and risk management before you start. You can request to speak to a Live Agent."
qa_636,"i am from Austria, can i register with your company?","We offer services in many countries, which you can see by visiting our registration page and clicking """"Register."""" If your country of residence is not an option, it means we don't service your region at this time. We are not able to service residents of certain jurisdictions, including the **USA, Canada, Sudan, Syria, Iran, and North Korea**. You can start registering from our website by clicking """"**Register**."
qa_637,hi can i open an account if im from mauritius?,"We offer services in many countries, which you can see by visiting our registration page and clicking """"Register."""" If your country of residence is not an option, it means we don't service your region at this time. We are not able to service residents of certain jurisdictions, including but not limited to the **USA, Canada, Sudan, Syria, Iran, and North Korea**. You can start registering from our website by clicking """"**Register**."
qa_638,i am in nigeria can i get account?,"We offer services in many countries, which you can see by visiting our registration page and clicking """"Register."""" If your country of residence is not an option, it means we don't service your region at this time. We are not able to service residents of certain jurisdictions, including but not limited to the **USA, Canada, Sudan, Syria, Iran, and North Korea**. You can start registering from our website by clicking """"**Register**."
qa_639,do you offer services in Spain?,"We offer services in many countries, which you can see by visiting our registration page and clicking """"Register."""" If your country of residence is not an option, it means we don't service your region at this time. We are not able to service residents of certain jurisdictions, including but not limited to the **USA, Canada, Sudan, Syria, Iran, and North Korea**. You can start registering from our website by clicking """"**Register**."
qa_640,i am from spain. can i register with your company?,"We offer services in many countries, which you can see by visiting our registration page and clicking """"Register."""" If your country of residence is not an option, it means we don't service your region at this time. We are not able to service residents of certain jurisdictions, including but not limited to the **USA, Canada, Sudan, Syria, Iran, and North Korea**. You can start registering from our website by clicking """"**Register**."
qa_641,What accounts can I trade Swap Free?,"HFM offers swap-free trading conditions on specific trading accounts for clients who observe Sharia law, however, several instruments may face Carry Charges after a position has been rolled over for sequential period of days. Swap-free trading conditions are also available for clients who do not observe Sharia law, on specific trading accounts and specific instruments"
qa_642,How can I check the minimum deposit,"To get the precise information regarding minimum deposits, please access our website, **Trading** and select **Deposit and Withdrawals**."
qa_643,what accounts do you offer,HFM offers various account types. For additional information and account type comparison you can visit our website and navigate to **Trading** > **Accounts**.
qa_644,what account types do you have?,HFM offers various account types. For additional information you can visit our website and navigate to **Trading** > **Accounts**.
qa_645,what is the minimum deposit for a bonus trading account?,"The minimum deposit amount varies depending on the account type and deposit method. To get the precise information regarding minimum deposits, please log in to your **myHF area** and check the **Account Types** section or the **Deposit** page for detailed information"
qa_646,what is the minimum deposit to open a cent account?,"The minimum deposit amount varies depending on the account type and deposit method. To get the precise information regarding minimum deposits, please log in to your **myHF area** and check the **Account Types** section or the **Deposit** page for detailed information"
qa_647,what is the minimum deposit for a zero account,"The minimum deposit amount varies depending on the account type and deposit method. To get the precise information regarding minimum deposits, please log in to your **myHF area** and check the **Account Types** section or the **Deposit** page for detailed information"
qa_648,can i speak to human/.,I'm not sure I understand what you are asking. You can request to speak to a Live Agent.
qa_649,does hfm allow ea trading?,"Yes, HFM allows Expert Advisor (EA) trading on supported platforms. Just make sure your account is set up and connected properly to the platform where you want to run the EA. If you need help setting this up, feel free to ask!"
qa_650,What about a zero spread account?,Please clarify your request or check our website **Accounts** page for all available account types.
qa_651,Is there any demo competition for April month?,"Please note that our Demo Contest runs each month, from the first to the month to the last day. For further details, please refer to the information available on our website"
qa_652,is there any demo competition for april month?,"Please note that our Demo Contest runs each month, from the first to the month to the last day. For further details, please refer to the information available on our website by navigating to Promotions > Demo Contest."
qa_653,macam mana saya nak belajar berdagang?,"HFM does not offer trading advice. However, our [website](hf-sv.com) features a variety of tools and educational resources to help you embark on your trading journey."
qa_654,How do I learn how to trade?,"HFM does not offer trading advice. However, our website features a variety of tools and educational resources to help you embark on your trading journey. You can explore an extensive selection of trading courses, webinars, podcasts, and much more, all designed to enhance your trading knowledge. From our website you can navigate to **Tools & Education** > **Education**."
qa_655,what time will i receive call ?,Please ask to speak to one of our Live Agents for further assistance.
qa_656,you have stolen my money.,Please ask to speak to one of our Live Agents for further assistance.
qa_657,is taking multiple entries at a time against the rules ?,"For information on the rules and what is prohibited, please check the details in your **myHF area** or you can check our **Promotions** page on our website."
qa_658,good day i just want to find out if you can check if i can still use 100%bonus account?,"For currently available bonuses you can check our **Promotions** tab on our website , or by logging in to your **myHF** area."
qa_659,can i withdrawal only from online banking while i deposit also with card?,"As part of our ongoing anti-money laundering procedures, it is mandatory to withdraw via the same method you deposited, in the order of deposits. If you have any further questions or need assistance, feel free to ask!"
qa_660,what happens if more than 6 months past from my deposit?,"If your credit/debit card deposit is outside of the refundable period, you will be able to withdraw your funds via alternative method, from the ones available in your myHF."
qa_661,how do i withdraw from a trading account to a bank account?,"To withdraw funds from your trading account to a bank account, please make sure that you first transfer the funds from your trading account to the wallet, and then follow these step*s:*\n\n* Log in to your **myHF area** (Client Area).\n\n\n* Select the **Withdraw** option.\n\n\n* Choose your preferred withdrawal method, such as a bank transfer.\n\n\n* Enter the amount you wish to withdraw.\n\n\n* Submit your withdrawal request.\n\n\nIf you are facing any issues during the process, please ask to connect to a **Live Agent**."
qa_662,is it possible to use different deposit and withdrawal methods?,"As part of our ongoing anti-money laundering procedures, it is mandatory to withdraw via the same method you deposited. If you have any further questions or need assistance, feel free to ask!"
qa_663,"hi, i want to ask if i make a deposit using a bank card, but when i want to withdraw, can i use online banking?","As per our Company procedure, we must follow a back to source withdrawal priority procedure, meaning all deposits made via card must be returned (in the same amount) back to the same card. Once those are cleared, you may be able to use online banking methods, upon availability."
qa_664,can i cancel my withdrawal?,"Please ask to connect to to one of our **Live Agents**, to assist you further."
qa_665,please why is my withdrawal pending?,"If you want to check the status or details of your withdrawals, please log in to your myHF area, go to **My Wallet > Wallet Actions > Wallet Finances**, and select the **Withdrawals** tab. For further inquiries, please ask to connect to a Live Agent."
qa_666,can i withdraw with crypto?,"Please log in to your **myHF area**, select 'Withdraw', and choose the available withdrawal options."
qa_667,i'm not allowed to withdraw the money from my account?,"If you can't withdraw from your HFM account, check these: * **Available Funds:** Only withdraw funds **not tied to open trades** or margin. * **Verification:** Ensure your account is **fully verified**, in order to proceed. * **Method:** Withdrawals can only be made from your **wallet**, not from the trading account. * **Account Type:** Withdrawals are only from **live accounts**. Still stuck? Ask to speak to one of our **Live Agents.**"
qa_668,any updates on my withdrawal?,"You can check the status of your withdrawal request by logging into your **myHF area**: * Go to **My Wallet** > **Wallet Actions** > **Wallet Finances**. * Select the **Withdrawals** tab to view all your withdrawal requests and their current status. If you wish to cancel a withdrawal, please ask to connect to a Live Agent."
qa_669,hello can please check my withdrawal process?,"I'm unable to check the status directly. However, you can review the status of any of your withdrawals by logging into your **myHF area**: * Go to **My Wallet** > **Wallet Actions** > **Wallet Finances**. * Select the **Withdrawals** tab to see all your withdrawal requests and their status. If you need to cancel a withdrawal, please ask to connect to a Live Agent."
qa_670,why does it keep saying my phone number's invalid?,"Please provide a screenshot of the error you receive, and ask to speak to one of our Live Agents."
qa_671,can i change my base currency?,"If you have not yet funded your HFM trading account, you can request a change of the base currency by sending an email from your registered email address to the contact email provided on the HFM contact page: [HFM Contact Us](https://www.hfm.com/int/en/contact-us) In your email, please specify the base currency you wish to have on your account and confirm your account number. If you have already funded your account, unfortunately, it is not possible to proceed with the change."
qa_672,i registered using gmail but why can't i log in?,Please provide a screenshot of the error you are receiving and ask to speak to one of our Live Agents.
qa_673,how to open corporate account?,"To register a corporate account please click select Corporate, when registering via our website and enter the relevant details. If you need further assistance, feel free to reach out to our support."
qa_674,why can't i transfer from my wallet to my account?,"Please provide a screenshot of the error received, and ask to speak to one of our Live Agents, for further assistance."
qa_675,actually i entered a wrong date of birth i need to change it how can i?,"To correct a **mistyped date of birth** after verification, simply email us from your **registered email**. In your email, state your **correct date of birth** and any other **verification details** needed to confirm your identity. Our team will update it for you."
qa_676,hello. i got verification code to my email. it says incorrect code. what's the problem?,"If you're getting an """"incorrect"""" message for your verification code, here's what to check: **Expiration**: make sure the code is still **valid** when entering it. **Most Recent**: always use the **newest code** you've received, as older ones won't work. **New Code:** If issues continue, **request a new code** and use it right away. If you are still having issues, please ask to speak to one of our Live Agents."
qa_677,why can't i register?,"Please provide a screenshot of the error you are facing, and reach out to one of our Live Agents for assistance."
qa_678,why can't i login and register a real account?,"Please provide a screenshot of any error you are receiving, and ask to speak to one of our Live Agents for further assistance."
qa_679,What trading account is your recommendation to open for new trader like me?,"Please check our Trading Account comparison on our website under **Trading** > **Accounts** to find the account best suited for you. Note that you can also open a Demo account from your myHF area, to test them out."
qa_680,Which account type should I choose as a beginner?,"Please check our Trading Account comparison on our website under **Trading** > **Accounts** to find the account best suited for you. Note that you can also open a Demo account from your myHF area, to test them out."
qa_681,What account do you recommend for someone new to trading?,"Please check our Trading Account comparison on our website under **Trading** > **Accounts** to find the account best suited for you. Note that you can also open a Demo account from your myHF area, to test them out."
qa_682,Best trading account for beginners?,"Please check our Trading Account comparison on our website under **Trading** > **Accounts** to find the account best suited for you. Note that you can also open a Demo account from your myHF area, to test them out."
qa_683,Still pending my documents,"Your documents are usually verified within 24-48 hours after submission. Please make sure you have uploaded the required documents correctly: A current, colored scanned copy of your passport or a similar photo ID (National ID card or Driving licence). A recent Proof of Address document (bank statement or utility bill) not older than 6 months, with your name and address clearly visible. You can upload these documents directly in your myHF area or send them via email to backoffice@hfm.com. If it has been more than 48 hours since submission, please check your email for any requests for additional information or contact our support for further assistance."
qa_684,My documents are still under review,"Your documents are usually verified within 24-48 hours after submission. Please make sure you have uploaded the required documents correctly: A current, colored scanned copy of your passport or a similar photo ID (National ID card or Driving licence). A recent Proof of Address document (bank statement or utility bill) not older than 6 months, with your name and address clearly visible. You can upload these documents directly in your myHF area or send them via email to backoffice@hfm.com. If it has been more than 48 hours since submission, please check your email for any requests for additional information or contact our support for further assistance."
qa_685,When will my verification be completed?,"Your documents are usually verified within 24-48 hours after submission. Please make sure you have uploaded the required documents correctly: A current, colored scanned copy of your passport or a similar photo ID (National ID card or Driving licence). A recent Proof of Address document (bank statement or utility bill) not older than 6 months, with your name and address clearly visible. You can upload these documents directly in your myHF area or send them via email to backoffice@hfm.com. If it has been more than 48 hours since submission, please check your email for any requests for additional information or contact our support for further assistance."
qa_686,Documents verification taking too long,"Your documents are usually verified within 24-48 hours after submission. Please make sure you have uploaded the required documents correctly: A current, colored scanned copy of your passport or a similar photo ID (National ID card or Driving licence). A recent Proof of Address document (bank statement or utility bill) not older than 6 months, with your name and address clearly visible. You can upload these documents directly in your myHF area or send them via email to backoffice@hfm.com. If it has been more than 48 hours since submission, please check your email for any requests for additional information or contact our support for further assistance."
qa_687,"I heard of HFM, want to know if there have a head office in Abuja ?","HF Markets (SV) Ltd is incorporated in St. Vincent & the Grenadines as an International Business Company with the registration number 22747 IBC 2015. For more information you may visit our Regulatory Environment through our website **Company** > **Regulations and Licenses**. If you need further assistance, please ask to speak to one of our **Live Agents**."
qa_688,Why can't I trade btc on cent account,"HFM offers various account types. For additional information you can visit our website and navigate to **Trading** > **Accounts**. If you need further assistance, please ask to speak to one of our **Live Agents**."
qa_689,Bitcoin not available on cent account,"HFM offers various account types. For additional information you can visit our website and navigate to **Trading** > **Accounts**. If you need further assistance, please ask to speak to one of our **Live Agents**."
qa_690,Can't trade crypto on cent account,"HFM offers various account types. For additional information you can visit our website and navigate to **Trading** > **Accounts**. If you need further assistance, please ask to speak to one of our **Live Agents**."
qa_691,Cent account crypto trading restrictions,"HFM offers various account types. For additional information you can visit our website and navigate to **Trading** > **Accounts**. If you need further assistance, please ask to speak to one of our **Live Agents**."
qa_692,Why comission payout withdrawal,"The delay in commission payout withdrawal is usually due to the **processing time** needed for your withdrawal request to be reviewed and processed by HFM and the payment processor. This processing time does not include the time it takes for the funds to actually appear in your bank account or e-wallet, which depends on the payment method you selected. All withdrawal requests are typically processed within **24 hours**, but the total time for funds to reach you can vary based on your payment method and the payment processor's speed. If you want to cancel a withdrawal request, you can connect to a Live agent immediately, but if the payment processor has already processed it, cancellation may not be possible. For more details on withdrawal options and processing times, you can visit our website under **Trading** > **Pricing** > **Withdrawal Options**."
qa_693,Commission withdrawal taking too long,"The delay in commission payout withdrawal is usually due to the **processing time** needed for your withdrawal request to be reviewed and processed by HFM and the payment processor. This processing time does not include the time it takes for the funds to actually appear in your bank account or e-wallet, which depends on the payment method you selected. All withdrawal requests are typically processed within **24 hours**, but the total time for funds to reach you can vary based on your payment method and the payment processor's speed. If you want to cancel a withdrawal request, you can connect to a Live agent immediately, but if the payment processor has already processed it, cancellation may not be possible. For more details on withdrawal options and processing times, you can visit our website under **Trading** > **Pricing** > **Withdrawal Options**."
qa_694,Delayed commission payout,"The delay in commission payout withdrawal is usually due to the **processing time** needed for your withdrawal request to be reviewed and processed by HFM and the payment processor. This processing time does not include the time it takes for the funds to actually appear in your bank account or e-wallet, which depends on the payment method you selected. All withdrawal requests are typically processed within **24 hours**, but the total time for funds to reach you can vary based on your payment method and the payment processor's speed. If you want to cancel a withdrawal request, you can connect to a Live agent immediately, but if the payment processor has already processed it, cancellation may not be possible. For more details on withdrawal options and processing times, you can visit our website under **Trading** > **Pricing** > **Withdrawal Options**."
qa_695,Why is my commission withdrawal pending,"The delay in commission payout withdrawal is usually due to the **processing time** needed for your withdrawal request to be reviewed and processed by HFM and the payment processor. This processing time does not include the time it takes for the funds to actually appear in your bank account or e-wallet, which depends on the payment method you selected. All withdrawal requests are typically processed within **24 hours**, but the total time for funds to reach you can vary based on your payment method and the payment processor's speed. If you want to cancel a withdrawal request, you can connect to a Live agent immediately, but if the payment processor has already processed it, cancellation may not be possible. For more details on withdrawal options and processing times, you can visit our website under **Trading** > **Pricing** > **Withdrawal Options**."
qa_696,I am introduce broker i want to contact with my manager,We will connect you with one of our live agents to assist you.
qa_697,sir please verify my wallet profile,"For Live accounts, we need at least two documents to accept you as an individual client: Proof of Identification - current (not expired) coloured scanned copy (in PDF or JPG format) of your passport. If no valid passport is available, please upload a similar identification document bearing your photo, such as a National ID card or a Driving licence. Proof of Address - a Bank Statement or Utility Bill. Please ensure, however, that documents provided are not older than 6 months and that your name and physical address are clearly displayed. Important Note: The name on the Proof of Identification document must match the name on the Proof of Address document. You can conveniently upload your documents directly from your myHF area; alternatively, you can also scan them and send them to backoffice@hfm.com Your documents will be checked by the verification department within 48 hours. Kindly note, any deposits will be credited to the account only after your documents have been approved and your myHF area is fully activated."
qa_698,Please verify my account,"For Live accounts, we need at least two documents to accept you as an individual client: Proof of Identification - current (not expired) coloured scanned copy (in PDF or JPG format) of your passport. If no valid passport is available, please upload a similar identification document bearing your photo, such as a National ID card or a Driving licence. Proof of Address - a Bank Statement or Utility Bill. Please ensure, however, that documents provided are not older than 6 months and that your name and physical address are clearly displayed. Important Note: The name on the Proof of Identification document must match the name on the Proof of Address document. You can conveniently upload your documents directly from your myHF area; alternatively, you can also scan them and send them to backoffice@hfm.com Your documents will be checked by the verification department within 48 hours. Kindly note, any deposits will be credited to the account only after your documents have been approved and your myHF area is fully activated."
qa_699,How to verify my wallet,"For Live accounts, we need at least two documents to accept you as an individual client: Proof of Identification - current (not expired) coloured scanned copy (in PDF or JPG format) of your passport. If no valid passport is available, please upload a similar identification document bearing your photo, such as a National ID card or a Driving licence. Proof of Address - a Bank Statement or Utility Bill. Please ensure, however, that documents provided are not older than 6 months and that your name and physical address are clearly displayed. Important Note: The name on the Proof of Identification document must match the name on the Proof of Address document. You can conveniently upload your documents directly from your myHF area; alternatively, you can also scan them and send them to backoffice@hfm.com Your documents will be checked by the verification department within 48 hours. Kindly note, any deposits will be credited to the account only after your documents have been approved and your myHF area is fully activated."
qa_700,Need account verification,"For Live accounts, we need at least two documents to accept you as an individual client: Proof of Identification - current (not expired) coloured scanned copy (in PDF or JPG format) of your passport. If no valid passport is available, please upload a similar identification document bearing your photo, such as a National ID card or a Driving licence. Proof of Address - a Bank Statement or Utility Bill. Please ensure, however, that documents provided are not older than 6 months and that your name and physical address are clearly displayed. Important Note: The name on the Proof of Identification document must match the name on the Proof of Address document. You can conveniently upload your documents directly from your myHF area; alternatively, you can also scan them and send them to backoffice@hfm.com Your documents will be checked by the verification department within 48 hours. Kindly note, any deposits will be credited to the account only after your documents have been approved and your myHF area is fully activated."
qa_701,Change email update,"To update your email address registered with your HFM account, please follow these steps: Send a request **from your currently registered email address** to update your email. Include the **new email address** you want to use. If you no longer have access to your registered email, send the request **from your new email address** to the email provided on our **Contact Us** page. Attach the following for verification: A front and back copy of your registered ID document. A clear photo of yourself holding your registered ID document (both your face and the ID must be fully visible). Confirm your old email address. This process helps us verify your identity and update your email securely."
qa_702,How to change my email address,"To update your email address registered with your HFM account, please follow these steps: Send a request **from your currently registered email address** to update your email. Include the **new email address** you want to use. If you no longer have access to your registered email, send the request **from your new email address** to the email provided on our **Contact Us** page. Attach the following for verification: A front and back copy of your registered ID document. A clear photo of yourself holding your registered ID document (both your face and the ID must be fully visible). Confirm your old email address. This process helps us verify your identity and update your email securely."
qa_703,Update registered email,"To update your email address registered with your HFM account, please follow these steps: Send a request **from your currently registered email address** to update your email. Include the **new email address** you want to use. If you no longer have access to your registered email, send the request **from your new email address** to the email provided on our **Contact Us** page. Attach the following for verification: A front and back copy of your registered ID document. A clear photo of yourself holding your registered ID document (both your face and the ID must be fully visible). Confirm your old email address. This process helps us verify your identity and update your email securely."
qa_704,I want to change my email,"To update your email address registered with your HFM account, please follow these steps: Send a request **from your currently registered email address** to update your email. Include the **new email address** you want to use. If you no longer have access to your registered email, send the request **from your new email address** to the email provided on our **Contact Us** page. Attach the following for verification: A front and back copy of your registered ID document. A clear photo of yourself holding your registered ID document (both your face and the ID must be fully visible). Confirm your old email address. This process helps us verify your identity and update your email securely."
qa_705,I wanna open a crypto account. Can't find the options,"HFM doesn't offer separate crypto accounts. Instead, you can trade cryptocurrency CFDs through our regular trading accounts. To get started: create a Live or Demo trading account through your myHF area under Trading Accounts > Open Live Account, then access crypto instruments directly on your trading platform. Different account types may have different crypto instruments available. For specific account features and available instruments, please visit our website under Trading > Accounts or contact our Live Agents."
qa_706,My HFM account was hacked,"If you suspect unauthorized access to your account, please take immediate action: Contact our Live Agents immediately to report the security incident, change your myHF area password and trading account passwords immediately, monitor your account activity in myHF area under My Wallet > Wallet Actions > Wallet Finances, and provide any relevant details about the suspected breach. Our security team will investigate and help secure your account."
qa_707,How can I change my email,"To update your email address registered with your HFM account, please follow these steps: Send a request **from your currently registered email address** to update your email. Include the **new email address** you want to use. If you no longer have access to your registered email, send the request **from your new email address** to the email provided on our **Contact Us** page. Attach the following for verification: A front and back copy of your registered ID document. A clear photo of yourself holding your registered ID document (both your face and the ID must be fully visible). Confirm your old email address. This process helps us verify your identity and update your email securely."
qa_708,How do I update my personal information,"To update your email address registered with your HFM account, please follow these steps: Send a request **from your currently registered email address** to update your email. Include the **new email address** you want to use. If you no longer have access to your registered email, send the request **from your new email address** to the email provided on our **Contact Us** page. Attach the following for verification: A front and back copy of your registered ID document. A clear photo of yourself holding your registered ID document (both your face and the ID must be fully visible). Confirm your old email address. This process helps us verify your identity and update your email securely."
qa_709,Change my email address,"To update your email address registered with your HFM account, please follow these steps: Send a request **from your currently registered email address** to update your email. Include the **new email address** you want to use. If you no longer have access to your registered email, send the request **from your new email address** to the email provided on our **Contact Us** page. Attach the following for verification: A front and back copy of your registered ID document. A clear photo of yourself holding your registered ID document (both your face and the ID must be fully visible). Confirm your old email address. This process helps us verify your identity and update your email securely."
qa_710,I'm unable to trade through MT5,"If you're unable to trade through MT5, please try these troubleshooting steps: Check your internet connection and restart the MT5 platform. Verify you're logged in with the correct trading account number and password. Ensure you have sufficient margin and available balance for trading. Check if your account is fully verified and activated. Confirm the trading instruments are visible in Market Watch (right-click Market Watch > Symbols > Show). If the issue persists, contact our execution team at tradingdesk@hfm.com or Live Agents for technical assistance."
qa_711,Can't trade on MT5,"If you can't trade on MT5, please try these troubleshooting steps: Check your internet connection and restart the MT5 platform. Verify you're logged in with the correct trading account number and password. Ensure you have sufficient margin and available balance for trading. Check if your account is fully verified and activated. Confirm the trading instruments are visible in Market Watch (right-click Market Watch > Symbols > Show). If the issue persists, contact our execution team at tradingdesk@hfm.com or Live Agents for technical assistance."
